experiment_dir,suite,engine,model_label,threads,ctx_size,parallel_requests,cache_type_k,cache_type_v,max_tokens,prompt_id,category,mandatory,prompt_text,runs,successful_runs,error_runs,first_success_answer
measurements/1256104-track-a1-server-sweep,concurrency,tq,model-1-mandatory,24,2048,1,turbo3,turbo3,128,mandatory_long_transformer_cpu,long,True,"The transformer architecture, introduced in the paper ""Attention is All You Need"" by Vaswani et al. in 2017, has become the foundation for most modern large language models. Unlike recurrent neural networks, which process sequences sequentially, transformers process all tokens in parallel using self-attention mechanisms. This allows better parallelisation during training and has proven more effective at capturing long-range dependencies in text. When deploying transformers for inference on CPU, the main bottlenecks are the model's large memory footprint and the repeated loading of weights during the decoding phase. Based on this context, what are the main challenges when running large transformer models on CPU-only systems, and how might quantisation help address these challenges?",3,3,0,"Based on the context provided, the main challenges when running large transformer models on CPU-only systems are:\n\n1. **Large Memory Footprint**: The large memory requirements of transformer models can be a significant challenge when running on CPU-only systems, which typically have limited memory capacity compared to GPUs.\n\n2. **Repeated Loading of Weights**: During the decoding phase, the repeated loading of model weights can be a bottleneck, as it requires accessing the model's parameters multiple times, which can be slow and memory-intensive.\n\nQuantization is a technique that can help address these challenges. Quantization involves representing the model's weights and activations using a smaller number of"
measurements/1256104-track-a1-server-sweep,concurrency,tq,model-1-mandatory,24,2048,1,turbo3,turbo3,128,mandatory_medium_ml_vs_dl,medium,True,"Explain the key differences between machine learning and deep learning, and provide an example of each.",3,3,0,"**Machine Learning vs Deep Learning: Key Differences**\n\nMachine learning and deep learning are both subfields of artificial intelligence (AI) that deal with the development of algorithms that can learn from data. However, there are key differences between the two:\n\n1. **Complexity**: Machine learning algorithms are typically simpler and more shallow, whereas deep learning algorithms are more complex and have multiple layers.\n2. **Data Requirements**: Machine learning algorithms can handle smaller datasets, whereas deep learning algorithms require large amounts of data to train.\n3. **Training Time**: Machine learning algorithms are generally faster to train, whereas deep learning algorithms can take hours, days, or"
measurements/1256104-track-a1-server-sweep,concurrency,tq,model-1-mandatory,24,2048,1,turbo3,turbo3,128,mandatory_short_capital_france,short,True,What is the capital of France?,3,3,0,The capital of France is Paris.
measurements/1256104-track-a1-server-sweep,concurrency,tq,model-1-mandatory,24,2048,1,turbo3,turbo3,128,medium_cpu_inference_pipeline,medium,False,"A team is deploying a quantised chat model on a CPU-only cluster node. The server accepts HTTP requests, tokenizes the prompt, evaluates the prompt, and then generates one token at a time. Explain the main stages of this inference pipeline, what TTFT and TPOT measure, and which parts of the pipeline are most sensitive to prompt length, output length, and thread count.",3,3,0,"The main stages of the inference pipeline for a quantised chat model on a CPU-only cluster node are:\n\n1. **HTTP Request Handling**: The server accepts HTTP requests, which can be from clients or other services.\n2. **Tokenization**: The server tokenizes the prompt, breaking it down into smaller, manageable pieces.\n3. **Evaluation**: The server evaluates the prompt, which involves processing the tokenized input and generating intermediate results.\n4. **Token Generation**: The server generates one token at a time, based on the evaluated prompt.\n\n**Throughput (TTFT) and Throughput Overhead (TPOT)**:\n\n- **"
measurements/1256104-track-a1-server-sweep,concurrency,tq,model-1-mandatory,24,2048,1,turbo3,turbo3,128,medium_quant_tradeoff,medium,False,"A model is available in Q8_0, Q5_K_M, Q4_K_M, and Q2_K quantisation formats. Write a short analysis of the expected trade-offs between memory footprint, throughput, and output quality. Explain why the smallest model is not always the best choice for a production CPU inference service.",3,3,0,"**Analysis of Model Quantization Formats**\n\nThe model is available in four different quantization formats: Q8_0, Q5_K_M, Q4_K_M, and Q2_K. Each of these formats represents a trade-off between memory footprint, throughput, and output quality.\n\n### Q8_0 (8-bit integer, 0 bits fractional)\n\n* **Memory Footprint:** High (8-bit integers require more memory to store)\n* **Throughput:** High (faster processing due to smaller data size)\n* **Output Quality:** High (less loss of precision due to 8-bit integer representation)\n\n### Q5_K"
measurements/1256104-track-a1-server-sweep,concurrency,tq,model-1-mandatory,24,2048,1,turbo3,turbo3,128,short_cpu_quantisation,short,False,"In two concise paragraphs, explain why quantisation is useful when running neural network inference on CPUs with limited memory bandwidth. Mention one benefit and one possible drawback.",3,3,0,"Quantisation is a technique used to reduce the memory and computational requirements of neural networks, making them more suitable for inference on CPUs with limited memory bandwidth. By representing model weights and activations with lower precision (e.g., 8-bit or 16-bit integers), quantisation reduces the memory footprint and the number of operations required for inference. This can lead to significant performance improvements, as the reduced memory bandwidth requirements allow for faster data transfer between the CPU and memory.\n\nOne benefit of quantisation is that it can enable faster inference on CPUs, which are often more power-efficient and cost-effective than GPUs. However, one possible drawback is that quantisation"
measurements/1256104-track-a1-server-sweep,concurrency,tq,model-1-mandatory,24,2048,1,turbo3,turbo3,128,short_threading_definition,short,False,Define thread parallelism for CPU inference. Explain why using more threads can improve throughput at first but eventually stop helping.,3,3,0,"**Thread Parallelism for CPU Inference:**\n\nThread parallelism is a technique used to improve the performance of CPU inference tasks by executing multiple threads concurrently. Each thread is responsible for processing a portion of the workload, allowing the CPU to utilize its multiple cores and execute instructions in parallel.\n\n**How Thread Parallelism Works:**\n\nWhen a CPU inference task is parallelized, the workload is divided into smaller, independent sub-tasks. Each thread is assigned a subset of these sub-tasks, and the threads execute them concurrently. This allows the CPU to utilize its multiple cores, each executing a thread, to process the workload more efficiently.\n\n**"
measurements/1256104-track-a1-server-sweep,concurrency,tq,model-1-mandatory,24,2048,1,turbo4,turbo4,128,long_hpc_case_study,long,False,"A university research group wants to deploy local language model inference on a CPU-only HPC system. The cluster has separate ARM and x86 partitions, batch scheduling through SLURM, shared filesystems, and no GPU access for the assignment. The group selects llama.cpp because it supports GGUF models, HTTP serving, quantised weights, and configurable thread counts. They plan to benchmark three required report models: a mandatory Llama 3.1 8B Q4 model, a smaller TinyLlama 1.1B Q4 model, and a Qwen2.5 1.5B Q4 model. They may also run optional appendix experiments with GPT-OSS 20B Q4 and SmolLM2 360M Q4. They will measure TTFT, TPOT, throughput, memory high-water mark, CPU utilisation, and goodput against a latency SLA. The workload includes short factual prompts, medium explanatory prompts, and long context-heavy prompts. The team must compare model size, thread counts, context sizes, decode lengths, KV-cache modes, and concurrent requests. They also need to measure memory bandwidth using a STREAM-like triad and build a simple model that predicts a lower bound on TPOT from model size divided by bandwidth. Discuss how this team should structure the experiment, what pitfalls they must avoid, and how they should interpret results when observed TPOT is much larger than the bandwidth lower bound.",3,3,0,"**Experiment Structure**\n\n1. **Model Selection**: The team should select a representative subset of models from the ones they want to benchmark, considering factors like model size, thread counts, and context sizes. For this example, let's assume they choose the Llama 3.1 8B Q4, TinyLlama 1.1B Q4, Qwen2.5 1.5B Q4, GPT-OSS 20B Q4, and SmolLM2 360M Q4 models.\n2. **Workload Design**: The team should design a workload that covers a range of prompt types"
measurements/1256104-track-a1-server-sweep,concurrency,tq,model-1-mandatory,24,2048,1,turbo4,turbo4,128,long_memory_bound_reasoning,long,False,"Consider a transformer decoder running autoregressive inference. During each decode step, the model consumes the previous token, reads model weights, performs matrix-vector operations, updates attention state, samples the next token, and streams it back to the user. On a CPU-only node, the arithmetic units may be capable of more operations per second than the memory subsystem can feed when the batch size is small. This means the model can become memory-bandwidth bound: the time per output token is dominated by moving weights and intermediate data rather than by floating-point arithmetic alone. Quantisation reduces the number of bytes used for weights and sometimes for the KV cache, but it can add dequantisation work or reduce kernel efficiency. Threading can improve throughput until the memory channels are saturated, after which extra threads mostly add contention. Context length affects prefill and KV-cache memory, while decode length tests whether TPOT remains stable over time. Explain this performance story carefully. Identify which measurements would support or refute the claim that decoding is memory-bound, and describe how you would use throughput, TPOT, memory, CPU utilisation, and a predicted-versus-observed TPOT plot to justify the conclusion.",3,3,0,"**Performance Story Breakdown**\n\nThe performance story describes the behavior of a transformer decoder running autoregressive inference on a CPU-only node. The key points are:\n\n1. **Arithmetic units vs. memory subsystem**: When the batch size is small, the arithmetic units (e.g., CPU cores) can perform more operations per second than the memory subsystem can feed. This means that the model is likely to be memory-bandwidth bound, where the time per output token is dominated by moving weights and intermediate data rather than by floating-point arithmetic alone.\n2. **Quantisation**: Quantisation reduces the number of bytes used for weights and sometimes for"
measurements/1256104-track-a1-server-sweep,concurrency,tq,model-1-mandatory,24,2048,1,turbo4,turbo4,128,mandatory_long_transformer_cpu,long,True,"The transformer architecture, introduced in the paper ""Attention is All You Need"" by Vaswani et al. in 2017, has become the foundation for most modern large language models. Unlike recurrent neural networks, which process sequences sequentially, transformers process all tokens in parallel using self-attention mechanisms. This allows better parallelisation during training and has proven more effective at capturing long-range dependencies in text. When deploying transformers for inference on CPU, the main bottlenecks are the model's large memory footprint and the repeated loading of weights during the decoding phase. Based on this context, what are the main challenges when running large transformer models on CPU-only systems, and how might quantisation help address these challenges?",3,3,0,"Based on the context provided, the main challenges when running large transformer models on CPU-only systems are:\n\n1. **Large Memory Footprint**: Transformer models require a significant amount of memory to store their weights, attention mechanisms, and other components. This can be a challenge for CPU-only systems, which often have limited memory resources.\n\n2. **Repeated Loading of Weights**: During the decoding phase, the model's weights need to be loaded repeatedly, which can lead to performance bottlenecks. This is because the weights need to be accessed and processed in parallel, which can be slow on CPU-only systems.\n\nQuantisation can help address these challenges"
measurements/1256104-track-a1-server-sweep,concurrency,tq,model-1-mandatory,24,2048,1,turbo4,turbo4,128,mandatory_medium_ml_vs_dl,medium,True,"Explain the key differences between machine learning and deep learning, and provide an example of each.",3,3,0,"**Machine Learning (ML) vs Deep Learning (DL)**\n\nMachine learning and deep learning are both subfields of artificial intelligence (AI) that enable computers to learn from data and make predictions or decisions without being explicitly programmed. The key differences between them lie in their approaches, complexity, and applications.\n\n**Machine Learning (ML)**\n\nMachine learning is a type of AI that uses algorithms to analyze data and make predictions or decisions based on patterns and relationships in the data. ML models are typically trained on labeled data, where the correct output is already known. The goal of ML is to learn from the data and improve the model's performance over"
measurements/1256104-track-a1-server-sweep,concurrency,tq,model-1-mandatory,24,2048,1,turbo4,turbo4,128,mandatory_short_capital_france,short,True,What is the capital of France?,3,3,0,The capital of France is Paris.
measurements/1256104-track-a1-server-sweep,concurrency,tq,model-1-mandatory,24,2048,1,turbo4,turbo4,128,medium_cpu_inference_pipeline,medium,False,"A team is deploying a quantised chat model on a CPU-only cluster node. The server accepts HTTP requests, tokenizes the prompt, evaluates the prompt, and then generates one token at a time. Explain the main stages of this inference pipeline, what TTFT and TPOT measure, and which parts of the pipeline are most sensitive to prompt length, output length, and thread count.",3,3,0,"The main stages of the inference pipeline for the quantised chat model on a CPU-only cluster node are:\n\n1. **HTTP Request Handling**: The server accepts HTTP requests, which contain the input prompt for the chat model.\n2. **Tokenization**: The input prompt is tokenized into a sequence of tokens, which are fed into the chat model.\n3. **Evaluation**: The chat model evaluates the tokenized prompt, which involves multiple computations and memory accesses.\n4. **Token Generation**: The chat model generates one token at a time, based on the evaluation of the previous tokens.\n\n**Throughput (TTFT) and Parallelism ("
measurements/1256104-track-a1-server-sweep,concurrency,tq,model-1-mandatory,24,2048,1,turbo4,turbo4,128,medium_quant_tradeoff,medium,False,"A model is available in Q8_0, Q5_K_M, Q4_K_M, and Q2_K quantisation formats. Write a short analysis of the expected trade-offs between memory footprint, throughput, and output quality. Explain why the smallest model is not always the best choice for a production CPU inference service.",3,3,0,"The model is available in four different quantization formats: Q8_0, Q5_K_M, Q4_K_M, and Q2_K. Each of these formats represents a different level of quantization, which affects the trade-offs between memory footprint, throughput, and output quality.\n\n**Quantization Formats:**\n\n- **Q8_0**: This is a full-precision floating-point model, where all weights and activations are represented as 32-bit floating-point numbers. This format provides the highest output quality but has the largest memory footprint and may not be the most efficient for CPU inference.\n\n- **Q5_K_M**: This"
measurements/1256104-track-a1-server-sweep,concurrency,tq,model-1-mandatory,24,2048,1,turbo4,turbo4,128,short_cpu_quantisation,short,False,"In two concise paragraphs, explain why quantisation is useful when running neural network inference on CPUs with limited memory bandwidth. Mention one benefit and one possible drawback.",3,3,0,"Quantisation is a technique used to reduce the precision of neural network weights and activations, allowing for more efficient inference on CPUs with limited memory bandwidth. By representing numbers in a lower precision format, such as 8-bit integers, the memory required to store the model is significantly reduced. This is particularly useful when running neural network inference on CPUs with limited memory bandwidth, as it enables the model to fit within the available memory, reducing the need for expensive memory accesses and improving overall inference performance.\n\nOne benefit of quantisation is that it can lead to a significant reduction in inference latency, as the reduced precision format allows for faster memory accesses and computations."
measurements/1256104-track-a1-server-sweep,concurrency,tq,model-1-mandatory,24,2048,1,turbo4,turbo4,128,short_threading_definition,short,False,Define thread parallelism for CPU inference. Explain why using more threads can improve throughput at first but eventually stop helping.,3,3,0,"**Thread Parallelism for CPU Inference**\n\nThread parallelism is a technique used to improve the performance of CPU-based inference tasks by executing multiple threads concurrently. Inference tasks, such as neural network computations, can be broken down into smaller, independent tasks that can be executed in parallel. By utilizing multiple threads, the CPU can perform these tasks simultaneously, leading to improved throughput and reduced inference times.\n\n**Why Thread Parallelism Helps Initially**\n\nUsing multiple threads can improve throughput for several reasons:\n\n1.  **Utilizing Multiple Cores**: Modern CPUs have multiple cores, each capable of executing a thread. By utilizing multiple threads, the CPU can"
measurements/1256104-track-a1-server-sweep,concurrency,tq,model-1-mandatory,24,2048,16,turbo2,turbo2,128,long_hpc_case_study,long,False,"A university research group wants to deploy local language model inference on a CPU-only HPC system. The cluster has separate ARM and x86 partitions, batch scheduling through SLURM, shared filesystems, and no GPU access for the assignment. The group selects llama.cpp because it supports GGUF models, HTTP serving, quantised weights, and configurable thread counts. They plan to benchmark three required report models: a mandatory Llama 3.1 8B Q4 model, a smaller TinyLlama 1.1B Q4 model, and a Qwen2.5 1.5B Q4 model. They may also run optional appendix experiments with GPT-OSS 20B Q4 and SmolLM2 360M Q4. They will measure TTFT, TPOT, throughput, memory high-water mark, CPU utilisation, and goodput against a latency SLA. The workload includes short factual prompts, medium explanatory prompts, and long context-heavy prompts. The team must compare model size, thread counts, context sizes, decode lengths, KV-cache modes, and concurrent requests. They also need to measure memory bandwidth using a STREAM-like triad and build a simple model that predicts a lower bound on TPOT from model size divided by bandwidth. Discuss how this team should structure the experiment, what pitfalls they must avoid, and how they should interpret results when observed TPOT is much larger than the bandwidth lower bound.",3,0,3,
measurements/1256104-track-a1-server-sweep,concurrency,tq,model-1-mandatory,24,2048,16,turbo2,turbo2,128,long_memory_bound_reasoning,long,False,"Consider a transformer decoder running autoregressive inference. During each decode step, the model consumes the previous token, reads model weights, performs matrix-vector operations, updates attention state, samples the next token, and streams it back to the user. On a CPU-only node, the arithmetic units may be capable of more operations per second than the memory subsystem can feed when the batch size is small. This means the model can become memory-bandwidth bound: the time per output token is dominated by moving weights and intermediate data rather than by floating-point arithmetic alone. Quantisation reduces the number of bytes used for weights and sometimes for the KV cache, but it can add dequantisation work or reduce kernel efficiency. Threading can improve throughput until the memory channels are saturated, after which extra threads mostly add contention. Context length affects prefill and KV-cache memory, while decode length tests whether TPOT remains stable over time. Explain this performance story carefully. Identify which measurements would support or refute the claim that decoding is memory-bound, and describe how you would use throughput, TPOT, memory, CPU utilisation, and a predicted-versus-observed TPOT plot to justify the conclusion.",3,0,3,
measurements/1256104-track-a1-server-sweep,concurrency,tq,model-1-mandatory,24,2048,16,turbo2,turbo2,128,mandatory_long_transformer_cpu,long,True,"The transformer architecture, introduced in the paper ""Attention is All You Need"" by Vaswani et al. in 2017, has become the foundation for most modern large language models. Unlike recurrent neural networks, which process sequences sequentially, transformers process all tokens in parallel using self-attention mechanisms. This allows better parallelisation during training and has proven more effective at capturing long-range dependencies in text. When deploying transformers for inference on CPU, the main bottlenecks are the model's large memory footprint and the repeated loading of weights during the decoding phase. Based on this context, what are the main challenges when running large transformer models on CPU-only systems, and how might quantisation help address these challenges?",3,3,0,"Based on the context provided, the main challenges when running large transformer models on CPU-only systems are:\n\n1.  **Large Memory Footprint**: The transformer model's large memory requirements can be a significant challenge when running on CPU-only systems, as they require a lot of memory to store the model's weights and other data structures.\n\n2.  **Repeated Loading of Weights**: The repeated loading of"
measurements/1256104-track-a1-server-sweep,concurrency,tq,model-1-mandatory,24,2048,16,turbo2,turbo2,128,mandatory_medium_ml_vs_dl,medium,True,"Explain the key differences between machine learning and deep learning, and provide an example of each.",3,3,0,Machine learning (ML) and deep learning (DL) are both subsets of artificial intelligence (AI) that enable computers to learn from data without being explicitly programmed. The main difference between ML and DL lies in the complexity of the models used and the type of tasks they can perform.\n\n**Machine Learning (ML)**\n\nMachine learning is a subset of AI that enables computers to learn from data without being explicitly programmed. It uses algorithms to analyze data and make predictions or decisions based on the data provided. ML models are typically simpler and more interpretable than DL models.\n\n**Example of Machine Learning:**\n\n1. Spam Filter: A spam filter uses
measurements/1256104-track-a1-server-sweep,concurrency,tq,model-1-mandatory,24,2048,16,turbo2,turbo2,128,mandatory_short_capital_france,short,True,What is the capital of France?,3,3,0,The capital of France is Paris.
