arch,bench_concurrency,cache_type_k,cache_type_v,category,ctx_size,engine,experiment_dir,goodput_sla_fraction,limit_per_category,mandatory_only,max_rss_kb,max_tokens,max_vmhwm_kb,model,model_label,node,node_rank,parallel_requests,prompt_id,run_dir,runs,source_run_dir,successful_runs,suite,sweep_id,sweep_name,threads,threads_batch,throughput_output_tok_s_mean,throughput_output_tok_s_stdev,tpot_s_mean,tpot_s_stdev,trials_configured,ttft_s_mean,ttft_s_stdev,warmup_trials
arm,1,turbo3,turbo3,short,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,3,0,5063360,128,5063360,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0079,,1,mandatory_short_capital_france,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo3_v_turbo3,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,3.231057904045593,0.0008546926525502226,0.1306604017768728,0.00017214008076089086,3,1.2510418883272603,0.0005993425210916368,1
arm,1,turbo3,turbo3,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5063360,128,5063360,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0079,,1,short_cpu_quantisation,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo3_v_turbo3,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,5.815715427139056,0.005327134765360069,0.1445435172729402,0.0001887012217764694,3,3.651875667991893,0.005528436679080212,1
arm,1,turbo3,turbo3,short,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,3,0,5063360,128,5063360,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0079,,1,short_threading_definition,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo3_v_turbo3,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,6.978677537628734,0.01248704447422942,0.1432149343937666,0.00025261047732737403,3,0.1528635669965297,0.0007389941780677708,1
arm,1,turbo4,turbo4,long,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,3,0,5105600,128,5105600,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0085,,1,long_hpc_case_study,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo4_v_turbo4,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,5.807594035091512,0.007217603498823741,0.17204277340158958,0.00019975186055814524,3,0.19025507466479516,0.0022219691714553866,1
arm,1,turbo4,turbo4,long,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,3,0,5105600,128,5105600,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0085,,1,long_memory_bound_reasoning,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo4_v_turbo4,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,6.0333011440165665,0.01749150474194136,0.16559345103680215,0.00048310564060165614,3,0.1848780376603827,0.0017099792798148713,1
arm,1,turbo4,turbo4,long,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,3,0,5105600,128,5105600,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0085,,1,mandatory_long_transformer_cpu,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo4_v_turbo4,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,6.4974873157827515,0.019366019385337656,0.15379260534372027,0.00045530509807603127,3,0.16791240067686886,0.0010830894489709019,1
arm,1,turbo4,turbo4,medium,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,3,0,5105600,128,5105600,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0085,,1,mandatory_medium_ml_vs_dl,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo4_v_turbo4,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,7.235071813916576,0.012907788650724596,0.138104432448867,0.0002467126277214231,3,0.151933269672251,0.00025463651855502296,1
arm,1,turbo4,turbo4,medium,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,3,0,5105600,128,5105600,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0085,,1,medium_cpu_inference_pipeline,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo4_v_turbo4,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,6.876917504880927,0.01807363768498515,0.14530347001833874,0.00038286626959280326,3,0.1590831673335439,0.00024263225081525247,1
arm,1,turbo4,turbo4,medium,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,3,0,5105600,128,5105600,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0085,,1,medium_quant_tradeoff,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo4_v_turbo4,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,6.95283802621962,0.017026765791187157,0.14371229146704692,0.00035379355193432786,3,0.1579059380067823,0.00015215687195056074,1
arm,1,turbo4,turbo4,short,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,3,0,5105600,128,5105600,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0085,,1,mandatory_short_capital_france,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo4_v_turbo4,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,3.2586206708296874,0.0012659246849209382,0.13006087544393571,0.00020642225257730943,3,1.237362784333527,0.0006351233043637804,1
arm,1,turbo4,turbo4,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5105600,128,5105600,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0085,,1,short_cpu_quantisation,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo4_v_turbo4,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,6.004789480558776,0.012649940899419091,0.13954550473219923,0.0003380492560352217,3,3.593631722343465,0.002709658694553155,1
arm,1,turbo4,turbo4,short,2048,tq,measurements/1253766-track-a1-server-sweep,1.0,3,0,5105600,128,5105600,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0085,,1,short_threading_definition,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo4_v_turbo4,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,7.2123082386275055,0.018586834184956443,0.1385459261075557,0.00036051267753326653,3,0.1517260586745882,0.00010242840670275046,1
arm,2,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5073536,128,5073536,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0720,,2,long_hpc_case_study,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_2_n_128_k_turbo3_v_turbo3,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,3.091171351229327,0.008690198334359725,0.3225838746666794,0.0014756770693216013,3,0.4392223669989714,0.08854617348615598,1
arm,2,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5073536,128,5073536,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0720,,2,long_memory_bound_reasoning,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_2_n_128_k_turbo3_v_turbo3,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,3.0916081438972633,0.06797055541812373,0.32243280356953924,0.0072516015662494665,3,0.4662115363353223,0.1141554938644385,1
arm,2,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5073536,128,5073536,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0720,,2,mandatory_long_transformer_cpu,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_2_n_128_k_turbo3_v_turbo3,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,3.5506496910587586,0.018053154228230745,0.2807917542493555,0.0007504751994900055,3,0.389204636667273,0.08895359326580066,1
arm,2,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,3,0,5073536,128,5073536,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,cna0720,,2,mandatory_medium_ml_vs_dl,measurements/1253766-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_2_n_128_k_turbo3_v_turbo3,3,measurements/1253766-track-a1-server-sweep,3,concurrency,arm_server,ARM server sweep,24,24,3.7362155190614916,0.03150315786619243,0.26684341688977364,0.002920148798030556,3,0.3712670309978421,0.08088785994918264,1
