run_dir,prompt_id,category,trial,model,threads,ctx_size,max_tokens,status,error,quality_label,quality_score,quality_max_score,quality_notes,generated_text
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_1_n_128_k_f16_v_f16,mandatory_medium_ml_vs_dl,medium,1,,,,128,200,,acceptable,3,4,missing: gives or signals examples,"**Machine Learning (ML) vs Deep Learning (DL)**

Machine Learning and Deep Learning are both subfields of Artificial Intelligence (AI) that enable computers to learn from data and make predictions or decisions. However, they differ in their approach, complexity, and application.

**Machine Learning (ML)**

Machine Learning is a type of AI that uses algorithms to analyze data and make predictions or decisions. It involves training a model on a dataset to learn patterns and relationships between variables. ML algorithms can be categorized into three types:

1. **Supervised Learning**: The model is trained on labeled data to learn the relationship between inputs and outputs.
"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_1_n_128_k_f16_v_f16,mandatory_long_transformer_cpu,long,1,,,,128,200,,acceptable,3,4,missing: explains quantisation benefit,"Based on the context provided, the main challenges when running large transformer models on CPU-only systems are:

1. **Large Memory Footprint**: Transformer models require a significant amount of memory to store their weights, attention mechanisms, and input sequences. This can lead to memory overflow issues on systems with limited RAM, making it difficult to run large models on CPU-only systems.

2. **Repeated Loading of Weights**: During the decoding phase, the model needs to access its weights repeatedly. This can lead to slow inference times due to the repeated loading of weights from disk to memory, which can be a bottleneck on CPU-only systems.

Quantisation can"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_1_n_128_k_f16_v_f16,mandatory_short_capital_france,short,2,,,,128,200,,good,1,1,all rubric checks passed,The capital of France is Paris.
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_1_n_128_k_f16_v_f16,mandatory_medium_ml_vs_dl,medium,2,,,,128,200,,acceptable,3,4,missing: gives or signals examples,"**Machine Learning (ML) vs Deep Learning (DL)**

Machine Learning and Deep Learning are both subfields of Artificial Intelligence (AI) that enable computers to learn from data and make predictions or decisions. However, they differ in their approach, complexity, and application.

**Machine Learning (ML)**

Machine Learning is a type of AI that uses algorithms to analyze data and make predictions or decisions. It involves training a model on a dataset to learn patterns and relationships between variables. ML algorithms can be categorized into three types:

1. **Supervised Learning**: The model is trained on labeled data to learn the relationship between inputs and outputs.
"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_1_n_128_k_f16_v_f16,mandatory_long_transformer_cpu,long,2,,,,128,200,,acceptable,3,4,missing: explains quantisation benefit,"Based on the context provided, the main challenges when running large transformer models on CPU-only systems are:

1. **Large Memory Footprint**: Transformer models require a significant amount of memory to store their weights, attention mechanisms, and input sequences. This can lead to memory overflow issues on systems with limited RAM, making it difficult to run large models on CPU-only systems.

2. **Repeated Loading of Weights**: During the decoding phase, the model needs to access its weights repeatedly. This can lead to slow inference times due to the repeated loading of weights from disk to memory, which can be a bottleneck on CPU-only systems.

Quantisation can"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_1_n_128_k_f16_v_f16,mandatory_short_capital_france,short,3,,,,128,200,,good,1,1,all rubric checks passed,The capital of France is Paris.
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_1_n_128_k_f16_v_f16,mandatory_medium_ml_vs_dl,medium,3,,,,128,200,,acceptable,3,4,missing: gives or signals examples,"**Machine Learning (ML) vs Deep Learning (DL)**

Machine Learning and Deep Learning are both subfields of Artificial Intelligence (AI) that enable computers to learn from data and make predictions or decisions. However, they differ in their approach, complexity, and application.

**Machine Learning (ML)**

Machine Learning is a type of AI that uses algorithms to analyze data and make predictions or decisions. It involves training a model on a dataset to learn patterns and relationships between variables. ML algorithms can be categorized into three types:

1. **Supervised Learning**: The model is trained on labeled data to learn the relationship between inputs and outputs.
"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_1_n_128_k_f16_v_f16,mandatory_long_transformer_cpu,long,3,,,,128,200,,acceptable,3,4,missing: explains quantisation benefit,"Based on the context provided, the main challenges when running large transformer models on CPU-only systems are:

1. **Large Memory Footprint**: Transformer models require a significant amount of memory to store their weights, attention mechanisms, and input sequences. This can lead to memory overflow issues on systems with limited RAM, making it difficult to run large models on CPU-only systems.

2. **Repeated Loading of Weights**: During the decoding phase, the model needs to access its weights repeatedly. This can lead to slow inference times due to the repeated loading of weights from disk to memory, which can be a bottleneck on CPU-only systems.

Quantisation can"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_2_n_128_k_f16_v_f16,mandatory_short_capital_france,short,1,,,,128,200,,good,1,1,all rubric checks passed,The capital of France is Paris.
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_2_n_128_k_f16_v_f16,mandatory_medium_ml_vs_dl,medium,1,,,,128,200,,acceptable,3,4,missing: gives or signals examples,"**Machine Learning (ML) vs Deep Learning (DL)**

Machine Learning and Deep Learning are both subfields of Artificial Intelligence (AI) that enable computers to learn from data and make predictions or decisions. However, they differ in their approach, complexity, and application.

**Machine Learning (ML)**

Machine Learning is a type of AI that uses algorithms to analyze data and make predictions or decisions. It involves training a model on a dataset to learn patterns and relationships between variables. ML algorithms can be categorized into three types:

1. **Supervised Learning**: The model is trained on labeled data to learn the relationship between inputs and outputs.
"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_2_n_128_k_f16_v_f16,mandatory_long_transformer_cpu,long,1,,,,128,200,,acceptable,3,4,missing: explains quantisation benefit,"Based on the context provided, the main challenges when running large transformer models on CPU-only systems are:

1. **Large Memory Footprint**: Transformer models require a significant amount of memory to store their weights, attention mechanisms, and input sequences. This can lead to memory overflow issues on systems with limited RAM, making it difficult to run large models on CPU-only systems.

2. **Repeated Loading of Weights**: During the decoding phase, the model needs to access its weights repeatedly. This can lead to slow inference times due to the repeated loading of weights from memory, which can be a bottleneck on CPU-only systems.

Quantisation can help address"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_2_n_128_k_f16_v_f16,mandatory_short_capital_france,short,2,,,,128,200,,good,1,1,all rubric checks passed,The capital of France is Paris.
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_2_n_128_k_f16_v_f16,mandatory_medium_ml_vs_dl,medium,2,,,,128,200,,acceptable,3,4,missing: gives or signals examples,"**Machine Learning (ML) vs Deep Learning (DL)**

Machine Learning and Deep Learning are both subfields of Artificial Intelligence (AI) that enable computers to learn from data and make predictions or decisions. However, they differ in their approach, complexity, and application.

**Machine Learning (ML)**

Machine Learning is a type of AI that uses algorithms to analyze data and make predictions or decisions. It involves training a model on a dataset to learn patterns and relationships between variables. ML algorithms can be categorized into three types:

1. **Supervised Learning**: The model is trained on labeled data to learn the relationship between inputs and outputs.
"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_2_n_128_k_f16_v_f16,mandatory_long_transformer_cpu,long,2,,,,128,200,,acceptable,3,4,missing: explains quantisation benefit,"Based on the context provided, the main challenges when running large transformer models on CPU-only systems are:

1. **Large Memory Footprint**: Transformer models require a significant amount of memory to store their weights, attention mechanisms, and input sequences. This can lead to memory overflow issues on systems with limited RAM, making it difficult to run large models on CPU-only systems.

2. **Repeated Loading of Weights**: During the decoding phase, the model needs to access its weights repeatedly. This can lead to slow inference times due to the repeated loading of weights from memory, which can be a bottleneck on CPU-only systems.

Quantisation can help address"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_2_n_128_k_f16_v_f16,mandatory_short_capital_france,short,3,,,,128,200,,good,1,1,all rubric checks passed,The capital of France is Paris.
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_2_n_128_k_f16_v_f16,mandatory_medium_ml_vs_dl,medium,3,,,,128,200,,acceptable,3,4,missing: gives or signals examples,"**Machine Learning (ML) vs Deep Learning (DL)**

Machine Learning and Deep Learning are both subfields of Artificial Intelligence (AI) that enable computers to learn from data and make predictions or decisions. However, they differ in their approach, complexity, and application.

**Machine Learning (ML)**

Machine Learning is a type of AI that uses algorithms to analyze data and make predictions or decisions. It involves training a model on a dataset to learn patterns and relationships between variables. ML algorithms can be categorized into three types:

1. **Supervised Learning**: The model is trained on labeled data to learn the relationship between inputs and outputs.
"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_2_n_128_k_f16_v_f16,mandatory_long_transformer_cpu,long,3,,,,128,200,,acceptable,3,4,missing: explains quantisation benefit,"Based on the context provided, the main challenges when running large transformer models on CPU-only systems are:

1. **Large Memory Footprint**: Transformer models require a significant amount of memory to store their weights, attention mechanisms, and input sequences. This can lead to memory overflow issues on systems with limited RAM, making it difficult to run large models on CPU-only systems.

2. **Repeated Loading of Weights**: During the decoding phase, the model needs to access its weights repeatedly. This can lead to slow inference times due to the repeated loading of weights from memory, which can be a bottleneck on CPU-only systems.

Quantisation can help address"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_4_n_128_k_f16_v_f16,mandatory_short_capital_france,short,1,,,,128,200,,good,1,1,all rubric checks passed,The capital of France is Paris.
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_4_n_128_k_f16_v_f16,mandatory_medium_ml_vs_dl,medium,1,,,,128,200,,acceptable,3,4,missing: gives or signals examples,"**Machine Learning (ML) vs Deep Learning (DL)**

Machine Learning and Deep Learning are both subfields of Artificial Intelligence (AI) that enable computers to learn from data and make predictions or decisions. However, they differ in their approach, complexity, and application.

**Machine Learning (ML)**

Machine Learning is a type of AI that uses algorithms to analyze data and make predictions or decisions. It involves training a model on a dataset to learn patterns and relationships between variables. ML algorithms can be categorized into three types:

1. **Supervised Learning**: The model is trained on labeled data to learn the relationship between inputs and outputs.
"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_4_n_128_k_f16_v_f16,mandatory_long_transformer_cpu,long,1,,,,128,200,,acceptable,3,4,missing: explains quantisation benefit,"Based on the context provided, the main challenges when running large transformer models on CPU-only systems are:

1. **Large Memory Footprint**: Transformer models require a significant amount of memory to store their weights, attention mechanisms, and input sequences. This can lead to memory overflow issues on systems with limited RAM, making it difficult to run large models on CPU-only systems.

2. **Repeated Loading of Weights**: During the decoding phase, the model needs to access its weights repeatedly. This can lead to slow inference times due to the repeated loading of weights from disk to memory, which can be a bottleneck on CPU-only systems.

Quantisation can"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_4_n_128_k_f16_v_f16,mandatory_short_capital_france,short,2,,,,128,200,,good,1,1,all rubric checks passed,The capital of France is Paris.
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_4_n_128_k_f16_v_f16,mandatory_medium_ml_vs_dl,medium,2,,,,128,200,,acceptable,3,4,missing: gives or signals examples,"**Machine Learning (ML) vs Deep Learning (DL)**

Machine Learning and Deep Learning are both subfields of Artificial Intelligence (AI) that enable computers to learn from data and make predictions or decisions. However, they differ in their approach, complexity, and application.

**Machine Learning (ML)**

Machine Learning is a type of AI that uses algorithms to analyze data and make predictions or decisions. It involves training a model on a dataset to learn patterns and relationships between variables. ML algorithms can be categorized into three types:

1. **Supervised Learning**: The model is trained on labeled data to learn the relationship between inputs and outputs.
"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_4_n_128_k_f16_v_f16,mandatory_long_transformer_cpu,long,2,,,,128,200,,acceptable,3,4,missing: explains quantisation benefit,"Based on the context provided, the main challenges when running large transformer models on CPU-only systems are:

1. **Large Memory Footprint**: Transformer models require a significant amount of memory to store their weights, attention mechanisms, and input sequences. This can lead to memory overflow issues on systems with limited RAM, making it difficult to run large models on CPU-only systems.

2. **Repeated Loading of Weights**: During the decoding phase, the model needs to access its weights repeatedly. This can lead to slow inference times due to the repeated loading of weights from disk to memory, which can be a bottleneck on CPU-only systems.

Quantisation can"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_4_n_128_k_f16_v_f16,mandatory_short_capital_france,short,3,,,,128,200,,good,1,1,all rubric checks passed,The capital of France is Paris.
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_4_n_128_k_f16_v_f16,mandatory_medium_ml_vs_dl,medium,3,,,,128,200,,acceptable,3,4,missing: gives or signals examples,"**Machine Learning (ML) vs Deep Learning (DL)**

Machine Learning and Deep Learning are both subfields of Artificial Intelligence (AI) that enable computers to learn from data and make predictions or decisions. However, they differ in their approach, complexity, and application.

**Machine Learning (ML)**

Machine Learning is a type of AI that uses algorithms to analyze data and make predictions or decisions. It involves training a model on a dataset to learn patterns and relationships between variables. ML algorithms can be categorized into three types:

1. **Supervised Learning**: The model is trained on labeled data to learn the relationship between inputs and outputs.
"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_4_n_128_k_f16_v_f16,mandatory_long_transformer_cpu,long,3,,,,128,200,,acceptable,3,4,missing: explains quantisation benefit,"Based on the context provided, the main challenges when running large transformer models on CPU-only systems are:

1. **Large Memory Footprint**: Transformer models require a significant amount of memory to store their weights, attention mechanisms, and input sequences. This can lead to memory overflow issues on systems with limited RAM, making it difficult to run large models on CPU-only systems.

2. **Repeated Loading of Weights**: During the decoding phase, the model needs to access its weights repeatedly. This can lead to slow inference times due to the repeated loading of weights from disk to memory, which can be a bottleneck on CPU-only systems.

Quantisation can"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_8_n_128_k_f16_v_f16,mandatory_short_capital_france,short,1,,,,128,200,,good,1,1,all rubric checks passed,The capital of France is Paris.
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_8_n_128_k_f16_v_f16,mandatory_short_capital_france,short,2,,,,128,200,,good,1,1,all rubric checks passed,The capital of France is Paris.
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_8_n_128_k_f16_v_f16,mandatory_long_transformer_cpu,long,1,,,,128,200,,weak,2,4,missing: mentions quantisation; explains quantisation benefit,"Based on the context provided, the main challenges when running large transformer models on CPU-only systems are:

1. **Large Memory Footprint**: Transformer models require a significant amount of memory to store their weights, attention mechanisms, and input/output sequences. This can lead to memory overflow issues on systems with limited RAM, making it difficult to run large models on CPU-only systems.

2. **Repeated Loading of"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_8_n_128_k_f16_v_f16,mandatory_medium_ml_vs_dl,medium,1,,,,128,200,,acceptable,3,4,missing: gives or signals examples,"**Machine Learning (ML) vs Deep Learning (DL)**

Machine Learning and Deep Learning are both subfields of Artificial Intelligence (AI) that enable computers to learn from data and make predictions or decisions. However, they differ in their approach, complexity, and application.

**Machine Learning (ML)**

Machine Learning is a type of AI that uses algorithms to analyze data and make predictions or decisions. It involves training a model on a dataset to learn patterns and relationships between variables. ML algorithms can be categorized into three types:

1. **Supervised Learning**: The model is trained on labeled data to learn the relationship between inputs and outputs.
"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_8_n_128_k_f16_v_f16,mandatory_short_capital_france,short,3,,,,128,200,,good,1,1,all rubric checks passed,The capital of France is Paris.
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_8_n_128_k_f16_v_f16,mandatory_medium_ml_vs_dl,medium,2,,,,128,200,,acceptable,3,4,missing: gives or signals examples,"**Machine Learning (ML) vs Deep Learning (DL)**

Machine Learning and Deep Learning are both subfields of Artificial Intelligence (AI) that enable computers to learn from data and make predictions or decisions. However, they differ in their approach, complexity, and application.

**Machine Learning (ML)**

Machine Learning is a type of AI that uses algorithms to analyze data and make predictions or decisions. It involves training a model on a dataset to learn patterns and relationships between variables. ML algorithms can be categorized into three types:

1. **Supervised Learning**: The model is trained on labeled data to learn the relationship between inputs and outputs.
"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_8_n_128_k_f16_v_f16,mandatory_long_transformer_cpu,long,2,,,,128,200,,weak,2,4,missing: mentions quantisation; explains quantisation benefit,"Based on the context provided, the main challenges when running large transformer models on CPU-only systems are:

1. **Large Memory Footprint**: Transformer models require a significant amount of memory to store their weights, attention mechanisms, and input/output sequences. This can lead to memory overflow issues on systems with limited RAM, making it difficult to run large models on CPU-only systems.

2. **Repeated Loading of"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_8_n_128_k_f16_v_f16,mandatory_medium_ml_vs_dl,medium,3,,,,128,200,,acceptable,3,4,missing: gives or signals examples,"**Machine Learning (ML) vs Deep Learning (DL)**

Machine Learning and Deep Learning are both subfields of Artificial Intelligence (AI) that enable computers to learn from data and make predictions or decisions. However, they differ in their approach, complexity, and application.

**Machine Learning (ML)**

Machine Learning is a type of AI that uses algorithms to analyze data and make predictions or decisions. It involves training a model on a dataset to learn patterns and relationships between variables. ML algorithms can be categorized into three types:

1. **Supervised Learning**: The model is trained on labeled data to learn the relationship between inputs and outputs.
"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-blis/model-1-mandatory/t_24_c_2048_p_8_n_128_k_f16_v_f16,mandatory_long_transformer_cpu,long,3,,,,128,200,,weak,2,4,missing: mentions quantisation; explains quantisation benefit,"Based on the context provided, the main challenges when running large transformer models on CPU-only systems are:

1. **Large Memory Footprint**: Transformer models require a significant amount of memory to store their weights, attention mechanisms, and input/output sequences. This can lead to memory overflow issues on systems with limited RAM, making it difficult to run large models on CPU-only systems.

2. **Repeated Loading of"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-openblas-fujitsu/model-1-mandatory/t_24_c_2048_p_16_n_128_k_f16_v_f16,mandatory_short_capital_france,short,1,,,,128,200,,good,1,1,all rubric checks passed,The capital of France is Paris.
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-openblas-fujitsu/model-1-mandatory/t_24_c_2048_p_16_n_128_k_f16_v_f16,mandatory_short_capital_france,short,2,,,,128,200,,good,1,1,all rubric checks passed,The capital of France is Paris.
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-openblas-fujitsu/model-1-mandatory/t_24_c_2048_p_16_n_128_k_f16_v_f16,mandatory_short_capital_france,short,3,,,,128,200,,good,1,1,all rubric checks passed,The capital of France is Paris.
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-openblas-fujitsu/model-1-mandatory/t_24_c_2048_p_16_n_128_k_f16_v_f16,mandatory_long_transformer_cpu,long,2,,,,128,200,,weak,2,4,missing: mentions quantisation; explains quantisation benefit,"Based on the context provided, the main challenges when running large transformer models on CPU-only systems are:

1. **Large Memory Footprint**: Transformer models require a significant amount of memory to store their weights, attention mechanisms, and input sequences. This can lead to memory overflow issues on systems with limited RAM, making it difficult to run large models on CPU-only systems.

2. **Repeated Loading of We"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-openblas-fujitsu/model-1-mandatory/t_24_c_2048_p_16_n_128_k_f16_v_f16,mandatory_long_transformer_cpu,long,1,,,,128,200,,weak,2,4,missing: mentions quantisation; explains quantisation benefit,"Based on the context provided, the main challenges when running large transformer models on CPU-only systems are:

1. **Large Memory Footprint**: Transformer models require a significant amount of memory to store their weights, attention mechanisms, and input sequences. This can lead to memory overflow issues on systems with limited RAM, making it difficult to run large models on CPU-only systems.

2. **Repeated Loading of We"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-openblas-fujitsu/model-1-mandatory/t_24_c_2048_p_16_n_128_k_f16_v_f16,mandatory_medium_ml_vs_dl,medium,2,,,,128,200,,acceptable,3,4,missing: gives or signals examples,"**Machine Learning (ML) vs Deep Learning (DL)**

Machine Learning and Deep Learning are both subfields of Artificial Intelligence (AI) that enable computers to learn from data and make predictions or decisions. However, they differ in their approach, complexity, and application.

**Machine Learning (ML)**

Machine Learning is a type of AI that uses algorithms to analyze data and make predictions or decisions. It involves training a model on a dataset to learn patterns and relationships between variables. ML algorithms can be categorized into three types:

1. **Supervised Learning**: The model is trained on labeled data to learn the relationship between inputs and outputs.
"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-openblas-fujitsu/model-1-mandatory/t_24_c_2048_p_16_n_128_k_f16_v_f16,mandatory_medium_ml_vs_dl,medium,1,,,,128,200,,acceptable,3,4,missing: gives or signals examples,"**Machine Learning (ML) vs Deep Learning (DL)**

Machine Learning and Deep Learning are both subfields of Artificial Intelligence (AI) that enable computers to learn from data and make predictions or decisions. However, they differ in their approach, complexity, and application.

**Machine Learning (ML)**

Machine Learning is a type of AI that uses algorithms to analyze data and make predictions or decisions. It involves training a model on a dataset to learn patterns and relationships between variables. ML algorithms can be categorized into three types:

1. **Supervised Learning**: The model is trained on labeled data to learn the relationship between inputs and outputs.
"
measurements/1254637-track-a1-vanilla-blas-sweep/concurrency/vanilla-openblas-fujitsu/model-1-mandatory/t_24_c_2048_p_16_n_128_k_f16_v_f16,mandatory_medium_ml_vs_dl,medium,3,,,,128,200,,acceptable,3,4,missing: gives or signals examples,"**Machine Learning (ML) vs Deep Learning (DL)**

Machine Learning and Deep Learning are both subfields of Artificial Intelligence (AI) that enable computers to learn from data and make predictions or decisions. However, they differ in their approach, complexity, and application.

**Machine Learning (ML)**

Machine Learning is a type of AI that uses algorithms to analyze data and make predictions or decisions. It involves training a model on a dataset to learn patterns and relationships between variables. ML algorithms can be categorized into three types:

1. **Supervised Learning**: The model is trained on labeled data to learn the relationship between inputs and outputs.
"
