arch,cache_type_k,cache_type_v,category,ctx_size,engine,experiment_dir,goodput_sla_fraction_mean,max_tokens,max_vmhwm_kb,model,model_label,parallel_requests,prompt_id,replica_count,source,successful_runs,suite,threads,threads_batch,total_throughput_output_tok_s_mean,tpot_s_mean_across_replicas,ttft_s_mean_across_replicas
unknown,turbo4,turbo4,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5096256.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,medium_quant_tradeoff,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,3.7367183995556803,0.2667761649028948,0.373161289326769
unknown,turbo4,turbo4,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5096256.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,mandatory_short_capital_france,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,2.180072857154792,0.2545772802792878,1.440393085659404
unknown,turbo4,turbo4,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5096256.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,short_cpu_quantisation,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,3.569263672223606,0.2673739428870903,1.910633783331529
unknown,turbo4,turbo4,short,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5096256.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,2,short_threading_definition,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,3.6294804045205398,0.25367112009981013,3.049329432329008
unknown,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5063872.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,4,long_hpc_case_study,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,1.7253262506109595,0.5781342424776763,0.8002617936678386
unknown,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5063872.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,4,long_memory_bound_reasoning,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,1.7175117500788812,0.5799848217138979,0.8952064560022942
unknown,turbo3,turbo3,long,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5063872.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,4,mandatory_long_transformer_cpu,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,1.736511267891615,0.5743288376745251,0.7822791616684602
unknown,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5063872.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,4,mandatory_medium_ml_vs_dl,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,1.8250734496666285,0.531844346682421,2.710775373663637
unknown,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5063872.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,4,medium_cpu_inference_pipeline,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,1.828073381483994,0.5108069285748174,5.252722584666723
unknown,turbo3,turbo3,medium,2048,tq,measurements/1253766-track-a1-server-sweep,0.0,128,5063872.0,/projects/F202500010HPCVLABUMINHO/uminhocp006/aded-project-llamacpp/llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,4,medium_quant_tradeoff,1,measurements/organized_a1_results/arm_server/a1_server_scaling_summary.csv,3,concurrency,24,24,1.7335776450643252,0.5747308386089285,0.8545622176679899
