experiment_dir,run_dir,suite,engine,node_count,node_rank,node,model,model_label,threads,ctx_size,parallel_requests,cache_type_k,cache_type_v,max_tokens,prompt_id,category,mandatory,prompt_text,runs,successful_runs,error_runs,first_success_answer
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna1544,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo2,turbo2,128,medium_thread_scaling,medium,False,"An inference benchmark is run with 8, 16, 24, and 48 threads. Throughput improves from 8 to 24 threads but barely changes at 48 threads, while latency becomes more variable. Explain at least three possible causes for this behavior and describe what additional measurements would help distinguish memory bandwidth saturation from scheduling overhead.",1,1,0,"Based on the given information, here are three possible causes for the observed behavior:\n\n1. **Memory Bandwidth Saturation**: As the number of threads increases, the memory bandwidth may become saturated, leading to a decrease in throughput. This is because the system's memory bandwidth is not able to keep up with the increased number of threads, causing the system to become memory bandwidth-limited. This would be consistent with the observed behavior where throughput improves up to a certain number of threads, but then plateaus.\n\n2. **Scheduling Overhead**: As the number of threads increases, the system's scheduler may become less efficient in managing the threads"
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna1544,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo2,turbo2,128,short_batching,short,False,Explain the difference between latency and throughput in an inference server. Give one example where optimizing one can hurt the other.,1,1,0,"Latency and throughput are two related but distinct concepts in the context of an inference server, which is a system that performs inference tasks, such as those performed by a deep learning model.\n\n**Latency** refers to the time it takes for the system to process a single request or inference task. It's the delay between the time a request is made and the time the response is received. Lower latency means faster response times, which is beneficial for real-time applications.\n\n**Throughput**, on the other hand, refers to the number of requests or inferences the system can handle within a given time frame. It's a measure of how many"
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna1544,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo2,turbo2,128,short_cpu_quantisation,short,False,"In two concise paragraphs, explain why quantisation is useful when running neural network inference on CPUs with limited memory bandwidth. Mention one benefit and one possible drawback.",1,1,0,"Quantisation is a technique used to reduce the memory requirements of neural network models by representing weights and activations with lower precision, such as 8-bit or 4-bit, instead of the traditional 32-bit floating-point numbers. This is particularly useful when running neural network inference on CPUs with limited memory bandwidth. By reducing the memory requirements, the inference process can be accelerated, as the CPU can access the data more quickly.\n\nOne benefit of quantisation is that it allows for faster inference on devices with limited memory bandwidth, such as mobile devices or embedded systems. However, one drawback is that quantisation can lead to a loss of accuracy, as"
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna1544,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo2,turbo2,128,short_kv_cache,short,False,"What is the KV cache in transformer inference, and why does it matter for long-context generation?",1,1,0,"I'm not aware of any information about the KV cache in the context of transformer models and long context generation. However, I can provide some general information about the transformer model and its components.\n\nThe Transformer model is a type of neural network architecture that uses self-attention to process input sequences. It is composed of several components, including the encoder and decoder, and within the encoder, it has the multi-head self-attention mechanism and the feed-forward network.\n\nThe KV cache is a component of the transformer model that is used to store the keys and values that are computed during the self-attention mechanism. This cache is used to improve the efficiency"
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna1544,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo2,turbo2,128,short_threading_definition,short,False,Define thread parallelism for CPU inference. Explain why using more threads can improve throughput at first but eventually stop helping.,1,1,0,"**Thread Parallelism for CPU Inference**\n\nThread parallelism is a technique used to improve the throughput of CPU inference by executing multiple inference tasks concurrently. This is achieved by dividing the inference workload into smaller, independent tasks, called threads, which can be executed simultaneously.\n\n**Why Thread Parallelism Helps Initially**\n\nWhen the number of threads is increased, the inference throughput increases because:\n\n1.  **More Processing Units (CPUs)**: Modern CPUs have multiple processing units (CPUs) that can execute multiple threads in parallel. Increasing the number of threads allows the system to utilize more of these processing units, leading to a significant increase in throughput"
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo3,turbo3,128,long_concurrency_server,long,False,"An HTTP inference server receives user prompts and serves streaming responses. With one request at a time, latency is easiest to reason about: TTFT mainly reflects prompt processing and scheduling overhead, while TPOT reflects per-token decode cost. With multiple concurrent requests, the server may batch work across requests, interleave decode steps, and keep hardware busier. This can increase total generated tokens per second, but it can also increase per-request latency because each request waits behind others. On CPU-only nodes, concurrency can add cache pressure, memory bandwidth contention, lock contention, and more variable scheduling. A useful benchmark therefore reports both total throughput and per-request metrics such as TTFT, TPOT, and goodput. The goodput definition should use a clear SLA, such as TTFT below two seconds and TPOT below two hundred milliseconds, and should report the fraction of requests meeting that target. Explain how to design and interpret a concurrency benchmark for an LLM server. Include what raw data should be logged and how the results should be plotted.",1,1,0,**Designing a Concurrency Benchmark for an LLM Server**\n\nA
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo3,turbo3,128,long_hpc_case_study,long,False,"A university research group wants to deploy local language model inference on a CPU-only HPC system. The cluster has separate ARM and x86 partitions, batch scheduling through SLURM, shared filesystems, and no GPU access for the assignment. The group selects llama.cpp because it supports GGUF models, HTTP serving, quantised weights, and configurable thread counts. They plan to benchmark three required report models: a mandatory Llama 3.1 8B Q4 model, a smaller TinyLlama 1.1B Q4 model, and a Qwen2.5 1.5B Q4 model. They may also run optional appendix experiments with GPT-OSS 20B Q4 and SmolLM2 360M Q4. They will measure TTFT, TPOT, throughput, memory high-water mark, CPU utilisation, and goodput against a latency SLA. The workload includes short factual prompts, medium explanatory prompts, and long context-heavy prompts. The team must compare model size, thread counts, context sizes, decode lengths, KV-cache modes, and concurrent requests. They also need to measure memory bandwidth using a STREAM-like triad and build a simple model that predicts a lower bound on TPOT from model size divided by bandwidth. Discuss how this team should structure the experiment, what pitfalls they must avoid, and how they should interpret results when observed TPOT is much larger than the bandwidth lower bound.",1,0,1,
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo3,turbo3,128,long_memory_bound_reasoning,long,False,"Consider a transformer decoder running autoregressive inference. During each decode step, the model consumes the previous token, reads model weights, performs matrix-vector operations, updates attention state, samples the next token, and streams it back to the user. On a CPU-only node, the arithmetic units may be capable of more operations per second than the memory subsystem can feed when the batch size is small. This means the model can become memory-bandwidth bound: the time per output token is dominated by moving weights and intermediate data rather than by floating-point arithmetic alone. Quantisation reduces the number of bytes used for weights and sometimes for the KV cache, but it can add dequantisation work or reduce kernel efficiency. Threading can improve throughput until the memory channels are saturated, after which extra threads mostly add contention. Context length affects prefill and KV-cache memory, while decode length tests whether TPOT remains stable over time. Explain this performance story carefully. Identify which measurements would support or refute the claim that decoding is memory-bound, and describe how you would use throughput, TPOT, memory, CPU utilisation, and a predicted-versus-observed TPOT plot to justify the conclusion.",1,0,1,
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo3,turbo3,128,long_quantisation_evaluation,long,False,"A benchmark compares Q8_0, Q5_K_M, Q4_K_M, and Q2_K versions of the same instruction-tuned language model. The Q8_0 model has the largest file size and usually preserves quality best. Q5_K_M and Q4_K_M reduce memory substantially while often keeping acceptable qualitative behavior. Q2_K is much smaller, but it may produce less reliable answers, especially for reasoning-heavy prompts. On a CPU-only inference server, smaller models can improve cache residency and reduce memory traffic, but actual throughput depends on kernel implementation, vectorization, dequantisation overhead, and batch shape. A careful report should not claim that lower precision is always faster or always better. It should show memory usage, TTFT, TPOT, throughput, and representative generated outputs for fixed prompts. It should also describe whether output quality was judged qualitatively or with an automated metric. Given this scenario, write an evaluation plan and explain how to decide which quantisation level is the best deployment choice under memory-limited and latency-limited conditions.",1,1,0,**Evaluation Plan: Quantization
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo3,turbo3,128,mandatory_long_transformer_cpu,long,True,"The transformer architecture, introduced in the paper ""Attention is All You Need"" by Vaswani et al. in 2017, has become the foundation for most modern large language models. Unlike recurrent neural networks, which process sequences sequentially, transformers process all tokens in parallel using self-attention mechanisms. This allows better parallelisation during training and has proven more effective at capturing long-range dependencies in text. When deploying transformers for inference on CPU, the main bottlenecks are the model's large memory footprint and the repeated loading of weights during the decoding phase. Based on this context, what are the main challenges when running large transformer models on CPU-only systems, and how might quantisation help address these challenges?",1,1,0,"Based on the context provided, the main challenges when running large transformer models on CPU-only systems are:\n\n1. **Large Memory Footprint**: Transformer models are computationally intensive and require a significant amount of memory to store their weights and activations. This can be a challenge for CPU-only systems, which typically have limited memory and processing power.\n\n2. **Repeated Loading of Weights**: During the decoding phase"
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo3,turbo3,128,mandatory_medium_ml_vs_dl,medium,True,"Explain the key differences between machine learning and deep learning, and provide an example of each.",1,1,0,"**Machine Learning (ML) vs Deep Learning (DL)**\n\nMachine learning and deep learning are both subfields of artificial intelligence (AI) that deal with the development of algorithms that can learn from data and improve their performance over time. However, they differ in their approach, complexity, and application.\n\n**Machine Learning (ML)**\n\nMachine learning is a type of AI that enables computers to learn from data without being explicitly programmed. It uses statistical models and algorithms to analyze data and make predictions or decisions. ML is typically used for tasks that require a small to moderate amount of data, such as:\n\n* **Example:** A bank uses a"
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo3,turbo3,128,mandatory_short_capital_france,short,True,What is the capital of France?,1,1,0,The capital of France is Paris.
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo3,turbo3,128,medium_concurrency,medium,False,"An LLM server is benchmarked with 1, 2, 4, and 8 concurrent requests. Total throughput increases, but each request has worse TTFT and TPOT. Explain why this happens in a CPU-only setting. Include the roles of batching, cache pressure, memory bandwidth, and fairness between requests.",1,1,0,"In a CPU-only setting, the observed behavior of increasing total throughput but worsening Tail-Throughput First-Tail (TTFT) and Tail-Throughput-First-Tail (TPOT) with more concurrent requests can be attributed to several factors:\n\n1. **Batching**: When more concurrent requests are made, the server can process more requests in parallel, leading to increased throughput. However, this also means that each individual request has to wait longer in the queue for its turn to be processed, resulting in longer TTFT and TPOT times.\n\n2. **Cache Pressure**: As the number of concurrent requests increases, the server's cache"
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo3,turbo3,128,medium_cpu_inference_pipeline,medium,False,"A team is deploying a quantised chat model on a CPU-only cluster node. The server accepts HTTP requests, tokenizes the prompt, evaluates the prompt, and then generates one token at a time. Explain the main stages of this inference pipeline, what TTFT and TPOT measure, and which parts of the pipeline are most sensitive to prompt length, output length, and thread count.",1,1,0,"The inference pipeline for the quantized chat model on the CPU-only cluster node can be broken down into the following stages:\n\n1. **HTTP Request Handling**: The server accepts HTTP requests, which can be thought of as the input to the pipeline. This stage involves receiving and processing the incoming requests.\n\n2. **Tokenization**: The prompt is tokenized, which involves breaking down the input text into individual tokens (e.g., words or subwords) that the model can process.\n\n3. **Model Evaluation**: The tokenized prompt is then evaluated by the model, which generates a sequence of tokens.\n\n4. **Token Generation**: The model"
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo3,turbo3,128,medium_quant_tradeoff,medium,False,"A model is available in Q8_0, Q5_K_M, Q4_K_M, and Q2_K quantisation formats. Write a short analysis of the expected trade-offs between memory footprint, throughput, and output quality. Explain why the smallest model is not always the best choice for a production CPU inference service.",1,1,0,"The model is available in four different quantization formats: Q8_0, Q5_K_M, Q4_K_M, and Q2_K. Each of these formats represents a different trade-off between memory footprint, throughput, and output quality.\n\n- **Q8_0**: This is a high-precision quantization format, where each weight and activation is represented by 8 bits. This results in a large memory footprint, but it also provides the best output quality. However, it may not be the best choice for a production CPU inference service due to its high memory requirements.\n\n- **Q5_K_M**: This format is"
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo3,turbo3,128,medium_thread_scaling,medium,False,"An inference benchmark is run with 8, 16, 24, and 48 threads. Throughput improves from 8 to 24 threads but barely changes at 48 threads, while latency becomes more variable. Explain at least three possible causes for this behavior and describe what additional measurements would help distinguish memory bandwidth saturation from scheduling overhead.",1,1,0,"The behavior you described, where throughput improves from 8 to 24 threads but barely changes at 48 threads, while latency becomes more variable, suggests that the system is experiencing a bottleneck that is being alleviated by increasing the number of threads up to a certain point. Here are three possible causes for this behavior:\n\n1. **Scheduling Overhead**: As the number of threads increases, the operating system's scheduling overhead may become more significant. This can lead to increased latency and variability in latency, as the system spends more time context-switching between threads. If the scheduling overhead is significant, it may mask the benefits of additional threads,"
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,2048,16,turbo3,turbo3,128,short_batching,short,False,Explain the difference between latency and throughput in an inference server. Give one example where optimizing one can hurt the other.,1,1,0,"**Latency vs Throughput in an Inference Server**\n\nIn an inference server, latency and throughput are two related but distinct performance metrics.\n\n**Latency**:\nLatency refers to the time it takes for the inference server to process a single request or input. It measures the delay between when the input is received and when the output is generated. Lower latency is generally desirable, as it allows for faster response times and better user experience.\n\n**Throughput**:\nThroughput, on the other hand, measures the number of requests or inputs that the inference server can process per unit of time (e.g., requests per second). Higher throughput"
