experiment_dir,run_dir,suite,engine,node_count,node_rank,node,model,model_label,threads,threads_batch,ctx_size,parallel_requests,bench_concurrency,cache_type_k,cache_type_v,max_tokens,trial,prompt_id,category,mandatory,status,error,ttft_s,tpot_s,total_s,output_token_events,throughput_output_tok_s,max_rss_kb,max_vmhwm_kb
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna1544,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo2,turbo2,128,1,short_kv_cache,short,False,200,,1.6122831009852234,1.2407871352913826,159.19581005198415,128,0.8040412618787052,5115648,5115648
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo3,turbo3,128,1,long_hpc_case_study,long,False,,HTTP Error 400: Bad Request,,,0.1686136149801314,0,0.0,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo3,turbo3,128,1,long_memory_bound_reasoning,long,False,,HTTP Error 400: Bad Request,,,0.16819632501574233,0,0.0,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo3,turbo3,128,1,long_quantisation_evaluation,long,False,200,,1.8326246509968769,1.6498673567955848,10.08259728498524,6,0.595084761436922,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo3,turbo3,128,1,mandatory_short_capital_france,short,True,200,,0.15668710798490793,1.6567780591673607,11.583893725997768,7,0.6042873118120791,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo3,turbo3,128,1,long_concurrency_server,long,False,200,,1.8395690999750514,1.494636521000827,21.270316522975918,14,0.6581942485377396,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo3,turbo3,128,1,mandatory_long_transformer_cpu,long,True,200,,1.835648529988248,1.3289918380382741,106.82663686398882,80,0.7488768938954394,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo3,turbo3,128,1,medium_thread_scaling,medium,False,200,,1.8378120599954855,1.28174012717328,164.61928435100708,128,0.7775516732722143,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo3,turbo3,128,1,mandatory_medium_ml_vs_dl,medium,True,200,,1.840576868999051,1.2817437998424779,164.62327089800965,128,0.7775328439397905,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo3,turbo3,128,1,medium_quant_tradeoff,medium,False,200,,1.8403584100014996,1.2817427526692415,164.62360168699524,128,0.7775312815921194,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo3,turbo3,128,1,medium_cpu_inference_pipeline,medium,False,200,,1.8424311690032482,1.281757194377889,164.62720322300447,128,0.7775142716031618,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo3,turbo3,128,1,short_kv_cache,short,False,200,,1.8486281179939397,1.281725993598573,164.63022811201517,128,0.7774999856825091,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo3,turbo3,128,1,short_cpu_quantisation,short,False,200,,1.846116228000028,1.2817577575276125,164.63206370198168,128,0.777491316829428,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo3,turbo3,128,1,short_threading_definition,short,False,200,,1.8463753880059812,1.281740550133748,164.63229362099082,128,0.7774902310155256,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo3,turbo3,128,1,medium_concurrency,medium,False,200,,1.8397486000030767,1.2817485853385704,164.6288758610026,128,0.7775063720174544,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo3_v_turbo3,concurrency,tq,,,cna1549,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo3,turbo3,128,1,short_batching,short,False,200,,1.8469720980210695,1.2817506925590194,164.63307081902167,128,0.7774865606480014,5164736,5164736
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo4,turbo4,128,1,long_hpc_case_study,long,False,,HTTP Error 400: Bad Request,,,0.044641357962973416,0,0.0,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo4,turbo4,128,1,long_memory_bound_reasoning,long,False,,HTTP Error 400: Bad Request,,,0.04520911700092256,0,0.0,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo4,turbo4,128,1,long_quantisation_evaluation,long,False,200,,1.5938455919967964,1.5498988421983086,9.343780761002563,6,0.6421383542132912,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo4,turbo4,128,1,mandatory_short_capital_france,short,True,200,,1.6042244709678926,1.5333554083384417,12.257508713984862,7,0.5710785252808791,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo4,turbo4,128,1,long_concurrency_server,long,False,200,,1.5916352240019478,1.441791331458192,20.335440661991015,14,0.6884532394799493,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo4,turbo4,128,1,mandatory_long_transformer_cpu,long,True,200,,1.5893015440087765,1.3043504790756615,104.63349266001023,80,0.7645735410930722,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo4,turbo4,128,1,mandatory_medium_ml_vs_dl,medium,True,200,,1.591006083006505,1.2656754699840915,162.33224104903638,128,0.7885063322777297,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo4,turbo4,128,1,medium_concurrency,medium,False,200,,1.590610616025515,1.2656734108977115,162.33243793202564,128,0.7885053759470929,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo4,turbo4,128,1,short_threading_definition,short,False,200,,1.5954313189722598,1.2656726043466955,162.33813715999713,128,0.7884776937771919,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo4,turbo4,128,1,medium_quant_tradeoff,medium,False,200,,1.5945289530209266,1.265670244621872,162.33702003100188,128,0.7884831197194302,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo4,turbo4,128,1,short_batching,short,False,200,,1.595191035012249,1.265680645747884,162.33939116302645,128,0.7884716031210088,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo4,turbo4,128,1,medium_thread_scaling,medium,False,200,,1.5949600500171073,1.2656782456301519,162.33928012102842,128,0.7884721424449613,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo4,turbo4,128,1,medium_cpu_inference_pipeline,medium,False,200,,1.6007882010308094,1.2656570614093738,162.34162027103594,128,0.7884607766406347,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo4,turbo4,128,1,short_cpu_quantisation,short,False,200,,1.6010867859586142,1.2656812668662503,162.34523061395157,128,0.7884432423172152,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_16_n_128_k_turbo4_v_turbo4,concurrency,tq,,,cna0032,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,16,16,turbo4,turbo4,128,1,short_kv_cache,short,False,200,,1.6008354319492355,1.2656855742679909,162.3450617819908,128,0.7884440622646598,5217728,5217728
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna0027,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,1,1,turbo2,turbo2,128,1,mandatory_short_capital_france,short,True,200,,1.2361173650133424,0.12885374349813597,2.13875071197981,7,3.272938711739903,5068864,5068864
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna0027,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,1,1,turbo2,turbo2,128,1,short_cpu_quantisation,short,False,200,,3.5964299510233104,0.137900925535199,21.110302985995077,128,6.063389998945885,5068864,5068864
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna0027,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,1,1,turbo2,turbo2,128,1,short_threading_definition,short,False,200,,0.1501253280439414,0.13671622898403965,17.51356329099508,128,7.308621202506148,5068864,5068864
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna0027,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,1,1,turbo2,turbo2,128,1,short_kv_cache,short,False,200,,0.1498120150063187,0.136206132220471,17.448428078962024,128,7.335904381801165,5068864,5068864
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna0027,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,1,1,turbo2,turbo2,128,1,short_batching,short,False,200,,0.1506330479751341,0.13682154665369262,17.527520675968844,128,7.302801255598846,5068864,5068864
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna0027,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,1,1,turbo2,turbo2,128,1,mandatory_medium_ml_vs_dl,medium,True,200,,0.14982736395904794,0.13624351819716835,17.453192448010668,128,7.333901828062955,5068864,5068864
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna0027,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,1,1,turbo2,turbo2,128,1,medium_cpu_inference_pipeline,medium,False,200,,0.15698137698927894,0.14316371538562656,18.339210853970144,128,6.9795805838771985,5068864,5068864
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna0027,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,1,1,turbo2,turbo2,128,1,medium_quant_tradeoff,medium,False,200,,0.15677517600124702,0.14219896840967428,18.216469097009394,128,7.026608686807139,5068864,5068864
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna0027,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,1,1,turbo2,turbo2,128,1,medium_thread_scaling,medium,False,200,,0.15631379297701642,0.14250320596867938,18.254660263948608,128,7.011908090822652,5068864,5068864
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna0027,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,1,1,turbo2,turbo2,128,1,medium_concurrency,medium,False,200,,0.15569064900046214,0.14209406366150124,18.20206770702498,128,7.032168106406898,5068864,5068864
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna0027,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,1,1,turbo2,turbo2,128,1,mandatory_long_transformer_cpu,long,True,200,,0.16514219099190086,0.15190132872447165,19.457053832011297,128,6.578591039790966,5068864,5068864
measurements/1258624-track-a1-server-sweep,measurements/1258624-track-a1-server-sweep/concurrency/tq/model-1-mandatory/t_24_c_2048_p_1_n_128_k_turbo2_v_turbo2,concurrency,tq,,,cna0027,llamacpp-tq/models/Meta-Llama-3.1-8B-Instruct-Q4_K_M.gguf,model-1-mandatory,24,24,2048,1,1,turbo2,turbo2,128,1,long_hpc_case_study,long,False,200,,0.18758200301090255,0.16912462149598217,21.666843297018204,128,5.907644147572498,5068864,5068864
